code,description
C44101,Unspecified malignant neoplasm of skin of unspecified eyelid including canthus
C44111,Basal cell carcinoma of skin of unspecified eyelid including canthus
C44121,Squamous cell carcinoma of skin of unspecified eyelid including canthus
C44131,Sebaceous cell carcinoma of skin of unspecified eyelid including canthus
C44191,Other specified malignant neoplasm of skin of unspecified eyelid including canthus
C44201,Unspecified malignant neoplasm of skin of unspecified ear and external auricular canal
C44211,Basal cell carcinoma of skin of unspecified ear and external auricular canal
C44221,Squamous cell carcinoma of skin of unspecified ear and external auricular canal
C44291,Other specified malignant neoplasm of skin of unspecified ear and external auricular canal
C44300,Unspecified malignant neoplasm of skin of unspecified part of face
C44310,Basal cell carcinoma of skin of unspecified parts of face
C44320,Squamous cell carcinoma of skin of unspecified parts of face
C44390,Other specified malignant neoplasm of skin of unspecified parts of face
C4440,Unspecified malignant neoplasm of skin of scalp and neck
C4441,Basal cell carcinoma of skin of scalp and neck
C4442,Squamous cell carcinoma of skin of scalp and neck
C4449,Other specified malignant neoplasm of skin of scalp and neck
C44500,Unspecified malignant neoplasm of anal skin
C44510,Basal cell carcinoma of anal skin
C44520,Squamous cell carcinoma of anal skin
C44590,Other specified malignant neoplasm of anal skin
C44601,Unspecified malignant neoplasm of skin of unspecified upper limb including shoulder
C44611,Basal cell carcinoma of skin of unspecified upper limb including shoulder
C44621,Squamous cell carcinoma of skin of unspecified upper limb including shoulder
C44691,Other specified malignant neoplasm of skin of unspecified upper limb including shoulder
C44701,Unspecified malignant neoplasm of skin of unspecified lower limb including hip
C44711,Basal cell carcinoma of skin of unspecified lower limb including hip
C44721,Squamous cell carcinoma of skin of unspecified lower limb including hip
C44791,Other specified malignant neoplasm of skin of unspecified lower limb including hip
C4480,Unspecified malignant neoplasm of overlapping sites of skin
C4481,Basal cell carcinoma of overlapping sites of skin
C4482,Squamous cell carcinoma of overlapping sites of skin
C4489,Other specified malignant neoplasm of overlapping sites of skin
C4490,Unspecified malignant neoplasm of skin unspecified
C4491,Basal cell carcinoma of skin unspecified
C4492,Squamous cell carcinoma of skin unspecified
C4499,Other specified malignant neoplasm of skin unspecified
C450,Mesothelioma of pleura
C460,Kaposi's sarcoma of skin
C470,Malignant neoplasm of peripheral nerves of head face and neck
C49A0,Gastrointestinal stromal tumor unspecified site
C50011,Malignant neoplasm of nipple and areola right female breast
C7B00,Secondary carcinoid tumors unspecified site
C760,Malignant neoplasm of head face and neck
C770,Secondary and unspecified malignant neoplasm of lymph nodes of head face and neck
C800,Disseminated malignant neoplasm unspecified
C801,Malignant (primary) neoplasm unspecified
C8100,Nodular lymphocyte predominant Hodgkin lymphoma unspecified site
C8110,Nodular sclerosis Hodgkin lymphoma unspecified site
C8120,Mixed cellularity Hodgkin lymphoma unspecified site
C8130,Lymphocyte depleted Hodgkin lymphoma unspecified site
C8170,Other Hodgkin lymphoma unspecified site
C8190,Hodgkin lymphoma unspecified unspecified site
C8200,Follicular lymphoma grade I unspecified site
C8250,Diffuse follicle center lymphoma unspecified site
C8260,Cutaneous follicle center lymphoma unspecified site
C8280,Other types of follicular lymphoma unspecified site
C8290,Follicular lymphoma unspecified unspecified site
C8300,Small cell B-cell lymphoma unspecified site
C8310,Mantle cell lymphoma unspecified site
C8330,Diffuse large B-cell lymphoma unspecified site
C8350,Lymphoblastic (diffuse) lymphoma unspecified site
C8370,Burkitt lymphoma unspecified site
C8380,Other non-follicular lymphoma unspecified site
C8390,Non-follicular (diffuse) lymphoma unspecified unspecified site
C8400,Mycosis fungoides unspecified site
C8410,Sezary disease unspecified site
C8440,Peripheral T-cell lymphoma not classified unspecified site
C8460,Anaplastic large cell lymphoma ALK-positive unspecified site
C8490,Mature T/NK-cell lymphomas unspecified unspecified site
C8510,Unspecified B-cell lymphoma unspecified site
C8520,Mediastinal (thymic) large B-cell lymphoma unspecified site
C8580,Other specified types of non-Hodgkin lymphoma unspecified site
C8590,Non-Hodgkin lymphoma unspecified unspecified site
C860,Extranodal NK/T-cell lymphoma nasal type
C861,Hepatosplenic T-cell lymphoma
C862,Enteropathy-type (intestinal) T-cell lymphoma
C863,Subcutaneous panniculitis-like T-cell lymphoma
C864,Blastic NK-cell lymphoma
C865,Angioimmunoblastic T-cell lymphoma
C866,Primary cutaneous CD30-positive T-cell proliferations
C880,Waldenstrom macroglobulinemia
C882,Heavy chain disease
C883,Immunoproliferative small intestinal disease
C884,Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue [MALT-lymphoma]
C888,Other malignant immunoproliferative diseases
C889,Malignant immunoproliferative disease unspecified
C9000,Multiple myeloma not having achieved remission
C9010,Plasma cell leukemia not having achieved remission
C9020,Extramedullary plasmacytoma not having achieved remission
C9030,Solitary plasmacytoma not having achieved remission
C9100,Acute lymphoblastic leukemia not having achieved remission
C9110,Chronic lymphocytic leukemia of B-cell type not having achieved remission
C9130,Prolymphocytic leukemia of B-cell type not having achieved remission
C9140,Hairy cell leukemia not having achieved remission
C9150,Adult T-cell lymphoma/leukemia (HTLV-1-associated) not having achieved remission
C9160,Prolymphocytic leukemia of T-cell type not having achieved remission
C9190,Lymphoid leukemia unspecified not having achieved remission
C9200,Acute myeloblastic leukemia not having achieved remission
C9210,Chronic myeloid leukemia BCR/ABL-positive not having achieved remission
C9220,Atypical chronic myeloid leukemia BCR/ABL-negative not having achieved remission
C9230,Myeloid sarcoma not having achieved remission
C9240,Acute promyelocytic leukemia not having achieved remission
C9250,Acute myelomonocytic leukemia not having achieved remission
C9290,Myeloid leukemia unspecified not having achieved remission
C9300,Acute monoblastic/monocytic leukemia not having achieved remission
C9310,Chronic myelomonocytic leukemia not having achieved remission
C9330,Juvenile myelomonocytic leukemia not having achieved remission
C9390,Monocytic leukemia unspecified not having achieved remission
C9400,Acute erythroid leukemia not having achieved remission
C9420,Acute megakaryoblastic leukemia not having achieved remission
C9430,Mast cell leukemia not having achieved remission
C9440,Acute panmyelosis with myelofibrosis not having achieved remission
C946,Myelodysplastic disease not classified
C9480,Other specified leukemias not having achieved remission
C9500,Acute leukemia of unspecified cell type not having achieved remission
C9510,Chronic leukemia of unspecified cell type not having achieved remission
C9590,Leukemia unspecified not having achieved remission
C960,Multifocal and multisystemic (disseminated) Langerhans-cell histiocytosis
C9620,Malignant mast cell neoplasm unspecified
C9621,Aggressive systemic mastocytosis
C9622,Mast cell sarcoma
C9629,Other malignant mast cell neoplasm
C964,Sarcoma of dendritic cells (accessory cells)
C965,Multifocal and unisystemic Langerhans-cell histiocytosis
C966,Unifocal Langerhans-cell histiocytosis
C969,Malignant neoplasm of lymphoid hematopoietic and related tissue unspecified
D0000,Carcinoma in situ of oral cavity unspecified site
D030,Melanoma in situ of lip
D040,Carcinoma in situ of skin of lip
D0500,Lobular carcinoma in situ of unspecified breast
D0510,Intraductal carcinoma in situ of unspecified breast
D0580,Other specified type of carcinoma in situ of unspecified breast
D0590,Unspecified type of carcinoma in situ of unspecified breast
D060,Carcinoma in situ of endocervix
D100,Benign neoplasm of lip
D170,Benign lipomatous neoplasm of skin and subcutaneous tissue of head face and neck
D1800,Hemangioma unspecified site
D181,Lymphangioma any site
D190,Benign neoplasm of mesothelial tissue of pleura
D220,Melanocytic nevi of lip
D230,Other benign neoplasm of skin of lip
D241,Benign neoplasm of right breast
D250,Submucous leiomyoma of uterus
D251,Intramural leiomyoma of uterus
D252,Subserosal leiomyoma of uterus
D259,Leiomyoma of uterus unspecified
D260,Other benign neoplasm of cervix uteri
D270,Benign neoplasm of right ovary
D3A00,Benign carcinoid tumor of unspecified site
D3A8,Other benign neuroendocrine tumors
D3701,Neoplasm of uncertain behavior of lip
D45,Polycythemia vera
D460,Refractory anemia without ring sideroblasts so stated
D464,Refractory anemia unspecified
D469,Myelodysplastic syndrome unspecified
D4701,Cutaneous mastocytosis
D4702,Systemic mastocytosis
D4709,Other mast cell neoplasms of uncertain behavior
D471,Chronic myeloproliferative disease
D472,Monoclonal gammopathy
D473,Essential (hemorrhagic) thrombocythemia
D474,Osteomyelofibrosis
D47Z1,Post-transplant lymphoproliferative disorder (PTLD)
D479,Neoplasm of uncertain behavior of lymphoid hematopoietic and related tissue unspecified
D500,Iron deficiency anemia secondary to blood loss (chronic)
D501,Sideropenic dysphagia
D508,Other iron deficiency anemias
D509,Iron deficiency anemia unspecified
D510,Vitamin B12 deficiency anemia due to intrinsic factor deficiency
D512,Transcobalamin II deficiency
D513,Other dietary vitamin B12 deficiency anemia
D518,Other vitamin B12 deficiency anemias
D519,Vitamin B12 deficiency anemia unspecified
D520,Dietary folate deficiency anemia
D521,Drug-induced folate deficiency anemia
D528,Other folate deficiency anemias
D529,Folate deficiency anemia unspecified
D530,Protein deficiency anemia
D531,Other megaloblastic anemias not elsewhere classified
D532,Scorbutic anemia
D538,Other specified nutritional anemias
D539,Nutritional anemia unspecified
D550,Anemia due to glucose-6-phosphate dehydrogenase [G6PD] deficiency
D558,Other anemias due to enzyme disorders
D559,Anemia due to enzyme disorder unspecified
D560,Alpha thalassemia
D561,Beta thalassemia
D562,Delta-beta thalassemia
D563,Thalassemia minor
D564,Hereditary persistence of fetal hemoglobin [HPFH]
D565,Hemoglobin E-beta thalassemia
D568,Other thalassemias
D569,Thalassemia unspecified
D5700,Hb-SS disease with crisis unspecified
D571,Sickle-cell disease without crisis
D5780,Other sickle-cell disorders without crisis
D580,Hereditary spherocytosis
D582,Other hemoglobinopathies
D588,Other specified hereditary hemolytic anemias
D589,Hereditary hemolytic anemia unspecified
D590,Drug-induced autoimmune hemolytic anemia
D5910,Autoimmune hemolytic anemia unspecified
D5911,Warm autoimmune hemolytic anemia
D5912,Cold autoimmune hemolytic anemia
D5913,Mixed type autoimmune hemolytic anemia
D5919,Other autoimmune hemolytic anemia
D592,Drug-induced nonautoimmune hemolytic anemia
D593,Hemolytic-uremic syndrome
D594,Other nonautoimmune hemolytic anemias
D595,Paroxysmal nocturnal hemoglobinuria [Marchiafava-Micheli]
D596,Hemoglobinuria due to hemolysis from other external causes
D598,Other acquired hemolytic anemias
D599,Acquired hemolytic anemia unspecified
D600,Chronic acquired pure red cell aplasia
D601,Transient acquired pure red cell aplasia
D608,Other acquired pure red cell aplasias
D609,Acquired pure red cell aplasia unspecified
D6101,Constitutional (pure) red blood cell aplasia
D6109,Other constitutional aplastic anemia
D611,Drug-induced aplastic anemia
D612,Aplastic anemia due to other external agents
D613,Idiopathic aplastic anemia
D61810,Antineoplastic chemotherapy induced pancytopenia
D61811,Other drug-induced pancytopenia
D61818,Other pancytopenia
D6182,Myelophthisis
D6189,Other specified aplastic anemias and other bone marrow failure syndromes
D619,Aplastic anemia unspecified
D62,Acute posthemorrhagic anemia
D630,Anemia in neoplastic disease
D640,Hereditary sideroblastic anemia
D641,Secondary sideroblastic anemia due to disease
D643,Other sideroblastic anemias
D644,Congenital dyserythropoietic anemia
D6481,Anemia due to antineoplastic chemotherapy
D6489,Other specified anemias
D649,Anemia unspecified
D65,Disseminated intravascular coagulation [defibrination syndrome]
D66,Hereditary factor VIII deficiency
D680,Von Willebrand's disease
D681,Hereditary factor XI deficiency
D68311,Acquired hemophilia
D68312,Antiphospholipid antibody with hemorrhagic disorder
D68318,Other hemorrhagic disorder due to intrinsic circulating anticoagulants antibodies or inhibitors
D6832,Hemorrhagic disorder due to extrinsic circulating anticoagulants
D684,Acquired coagulation factor deficiency
D6851,Activated protein C resistance
D6852,Prothrombin gene mutation
D6859,Other primary thrombophilia
D6861,Antiphospholipid syndrome
D6862,Lupus anticoagulant syndrome
D6869,Other thrombophilia
D688,Other specified coagulation defects
D689,Coagulation defect unspecified
D690,Allergic purpura
D691,Qualitative platelet defects
D692,Other nonthrombocytopenic purpura
D693,Immune thrombocytopenic purpura
D6941,Evans syndrome
D6942,Congenital and hereditary thrombocytopenia purpura
D6949,Other primary thrombocytopenia
D6951,Posttransfusion purpura
D6959,Other secondary thrombocytopenia
D696,Thrombocytopenia unspecified
D698,Other specified hemorrhagic conditions
D699,Hemorrhagic condition unspecified
D700,Congenital agranulocytosis
D701,Agranulocytosis secondary to cancer chemotherapy
D702,Other drug-induced agranulocytosis
D703,Neutropenia due to infection
D704,Cyclic neutropenia
D708,Other neutropenia
D709,Neutropenia unspecified
